product_name,sku,category,unit_price,cost_price,current_stock,min_stock_level,description
Product 337,SKU839311,Sports,3118.47,2023.0,382,25,Product 337 high quality sports item
Product 338,SKU523896,Sports,440.79,310.96,278,22,Product 338 high quality sports item
Product 339,SKU279197,Sports,3631.62,2627.23,319,39,Product 339 high quality sports item
Product 340,SKU462010,Sports,2093.37,1751.96,142,50,Product 340 high quality sports item
Product 341,SKU356435,Home,2980.74,2177.3,126,29,Product 341 high quality home item
Product 342,SKU440800,Sports,4565.63,2870.48,128,43,Product 342 high quality sports item
Product 343,SKU652187,Grocery,3040.49,2044.17,335,41,Product 343 high quality grocery item
Product 344,SKU566766,Sports,2034.43,1367.24,413,13,Product 344 high quality sports item
Product 345,SKU482539,Sports,3050.78,2054.46,355,50,Product 345 high quality sports item
Product 346,SKU234236,Clothing,2270.02,1555.32,69,46,Product 346 high quality clothing item
Product 347,SKU738361,Sports,229.24,171.31,148,13,Product 347 high quality sports item
Product 348,SKU910364,Home,2610.01,1824.96,380,37,Product 348 high quality home item
Product 349,SKU213659,Clothing,4243.55,2858.44,490,14,Product 349 high quality clothing item
Product 350,SKU804152,Clothing,1068.35,652.2,121,15,Product 350 high quality clothing item
Product 351,SKU477390,Clothing,2110.26,1471.89,126,24,Product 351 high quality clothing item
Product 352,SKU984230,Home,1711.09,1274.97,279,37,Product 352 high quality home item
Product 353,SKU418208,Beauty,4247.32,2916.42,332,25,Product 353 high quality beauty item
Product 354,SKU988512,Grocery,1465.91,1116.48,266,22,Product 354 high quality grocery item
Product 355,SKU467489,Home,4889.38,3903.58,118,44,Product 355 high quality home item
Product 356,SKU358473,Home,4022.52,3273.05,31,38,Product 356 high quality home item
Product 357,SKU745266,Beauty,1876.41,1590.06,23,42,Product 357 high quality beauty item
Product 358,SKU304786,Home,2171.3,1590.56,287,15,Product 358 high quality home item
Product 359,SKU343243,Home,1824.96,1239.96,181,47,Product 359 high quality home item
Product 360,SKU627044,Beauty,1435.34,919.48,427,12,Product 360 high quality beauty item
Product 361,SKU844366,Grocery,3346.5,2732.41,52,36,Product 361 high quality grocery item
Product 362,SKU392597,Grocery,4182.97,2531.24,66,10,Product 362 high quality grocery item
Product 363,SKU262832,Beauty,1022.7,811.96,122,13,Product 363 high quality beauty item
Product 364,SKU116165,Beauty,519.61,383.66,426,35,Product 364 high quality beauty item
Product 365,SKU021045,Sports,2703.84,2127.71,129,44,Product 365 high quality sports item
Product 366,SKU040550,Beauty,4816.73,3407.84,290,41,Product 366 high quality beauty item
Product 367,SKU791131,Clothing,587.04,468.23,117,47,Product 367 high quality clothing item
Product 368,SKU677689,Home,4894.54,3514.81,253,37,Product 368 high quality home item
Product 369,SKU967835,Home,4401.37,3726.44,274,39,Product 369 high quality home item
Product 370,SKU433834,Sports,3650.74,2228.47,282,37,Product 370 high quality sports item
Product 371,SKU564956,Sports,2443.86,1651.05,116,23,Product 371 high quality sports item
Product 372,SKU370330,Clothing,2694.17,1818.62,460,46,Product 372 high quality clothing item
Product 373,SKU804185,Grocery,2255.35,1696.77,486,47,Product 373 high quality grocery item
Product 374,SKU276259,Home,117.18,80.66,397,26,Product 374 high quality home item
Product 375,SKU212320,Grocery,4057.66,3093.81,365,41,Product 375 high quality grocery item
Product 376,SKU959212,Sports,2944.64,2451.43,12,47,Product 376 high quality sports item
Product 377,SKU221619,Electronics,1717.27,1210.64,357,47,Product 377 high quality electronics item
Product 378,SKU232678,Home,2949.66,1951.38,31,21,Product 378 high quality home item
Product 379,SKU424454,Clothing,1727.58,1116.16,130,38,Product 379 high quality clothing item
Product 380,SKU090913,Beauty,434.6,269.97,8,50,Product 380 high quality beauty item
Product 381,SKU717534,Beauty,1275.09,927.74,176,29,Product 381 high quality beauty item
Product 382,SKU958310,Clothing,4087.28,2862.84,138,27,Product 382 high quality clothing item
Product 383,SKU212787,Electronics,1929.25,1461.51,3,26,Product 383 high quality electronics item
Product 384,SKU192214,Sports,4411.73,3265.34,33,14,Product 384 high quality sports item
Product 385,SKU420449,Clothing,4144.56,3245.08,110,18,Product 385 high quality clothing item
Product 386,SKU045728,Sports,3749.75,2567.31,176,23,Product 386 high quality sports item
Product 387,SKU376595,Electronics,2092.58,1595.75,369,34,Product 387 high quality electronics item
Product 388,SKU747478,Beauty,4589.63,3470.36,443,37,Product 388 high quality beauty item
Product 389,SKU239745,Clothing,4862.45,3361.67,391,41,Product 389 high quality clothing item
Product 390,SKU340929,Electronics,1132.24,910.83,90,36,Product 390 high quality electronics item
Product 391,SKU145385,Electronics,3664.82,2757.62,496,44,Product 391 high quality electronics item
Product 392,SKU277002,Grocery,4162.9,3154.3,358,39,Product 392 high quality grocery item
Product 393,SKU893138,Sports,180.48,112.9,479,15,Product 393 high quality sports item
Product 394,SKU598627,Clothing,4549.19,3789.68,213,40,Product 394 high quality clothing item
Product 395,SKU891906,Electronics,2987.0,1812.75,61,31,Product 395 high quality electronics item
Product 396,SKU755412,Beauty,3459.98,2319.65,452,29,Product 396 high quality beauty item
Product 397,SKU006187,Clothing,3984.95,2408.69,340,34,Product 397 high quality clothing item
Product 398,SKU141423,Electronics,3234.17,2693.79,340,49,Product 398 high quality electronics item
Product 399,SKU177619,Home,2738.86,2224.88,352,27,Product 399 high quality home item
Product 400,SKU478535,Beauty,4927.27,3295.62,170,23,Product 400 high quality beauty item
Product 401,SKU458769,Home,944.21,697.16,173,21,Product 401 high quality home item
Product 402,SKU977246,Grocery,3183.43,2691.66,93,28,Product 402 high quality grocery item
Product 403,SKU585542,Electronics,325.0,219.61,399,23,Product 403 high quality electronics item
Product 404,SKU934805,Grocery,2445.3,1998.99,109,13,Product 404 high quality grocery item
Product 405,SKU384707,Clothing,1485.78,1197.29,480,46,Product 405 high quality clothing item
Product 406,SKU623768,Clothing,1538.72,975.41,418,36,Product 406 high quality clothing item
Product 407,SKU644570,Grocery,1424.08,1183.63,238,47,Product 407 high quality grocery item
Product 408,SKU855117,Clothing,762.63,556.29,159,49,Product 408 high quality clothing item
Product 409,SKU197886,Home,1115.66,698.37,32,28,Product 409 high quality home item
Product 410,SKU630478,Beauty,3875.4,2781.09,62,42,Product 410 high quality beauty item
Product 411,SKU176668,Electronics,4130.08,3099.46,123,26,Product 411 high quality electronics item
Product 412,SKU340121,Beauty,3007.36,2062.08,378,48,Product 412 high quality beauty item
Product 413,SKU596495,Beauty,1783.61,1465.25,171,34,Product 413 high quality beauty item
Product 414,SKU071260,Clothing,2694.24,1759.77,457,36,Product 414 high quality clothing item
Product 415,SKU709605,Home,3678.4,2321.12,326,38,Product 415 high quality home item
Product 416,SKU451713,Home,167.16,112.57,74,15,Product 416 high quality home item
Product 417,SKU117749,Electronics,4851.15,2983.06,420,30,Product 417 high quality electronics item
Product 418,SKU907023,Home,2999.68,2200.03,443,30,Product 418 high quality home item
Product 419,SKU382530,Clothing,1705.54,1125.06,498,14,Product 419 high quality clothing item
Product 420,SKU827625,Beauty,3975.48,3107.16,52,26,Product 420 high quality beauty item
Product 421,SKU449325,Beauty,3652.19,2502.95,11,47,Product 421 high quality beauty item
Product 422,SKU659626,Grocery,3327.01,2299.41,294,25,Product 422 high quality grocery item
Product 423,SKU836556,Electronics,4623.23,3636.65,294,41,Product 423 high quality electronics item
Product 424,SKU598398,Grocery,1140.1,850.83,208,48,Product 424 high quality grocery item
Product 425,SKU680298,Sports,3695.18,3100.96,137,20,Product 425 high quality sports item
Product 426,SKU293122,Clothing,4694.9,3677.12,133,27,Product 426 high quality clothing item
Product 427,SKU396337,Home,1566.64,1269.19,412,22,Product 427 high quality home item
Product 428,SKU417467,Beauty,1595.72,1096.66,100,41,Product 428 high quality beauty item
Product 429,SKU493875,Grocery,1595.43,1054.56,40,14,Product 429 high quality grocery item
Product 430,SKU905620,Home,688.9,425.6,227,15,Product 430 high quality home item
Product 431,SKU065068,Electronics,3620.49,2193.65,451,33,Product 431 high quality electronics item
Product 432,SKU757193,Grocery,589.17,458.23,270,32,Product 432 high quality grocery item
Product 433,SKU728461,Home,388.17,297.08,163,33,Product 433 high quality home item
Product 434,SKU475360,Electronics,3157.69,2113.19,19,50,Product 434 high quality electronics item
Product 435,SKU177624,Grocery,199.98,122.87,475,33,Product 435 high quality grocery item
Product 436,SKU752147,Grocery,2246.38,1575.84,490,40,Product 436 high quality grocery item
Product 437,SKU058501,Sports,4597.08,3319.01,326,47,Product 437 high quality sports item
Product 438,SKU513178,Clothing,2860.76,2271.91,280,32,Product 438 high quality clothing item
Product 439,SKU081514,Sports,4127.25,2756.85,13,44,Product 439 high quality sports item
Product 440,SKU911451,Electronics,4246.56,3278.81,231,19,Product 440 high quality electronics item
Product 441,SKU129131,Beauty,3152.78,2356.74,445,37,Product 441 high quality beauty item
Product 442,SKU353226,Clothing,2614.28,2088.68,339,39,Product 442 high quality clothing item
Product 443,SKU615295,Grocery,4917.34,3551.16,10,39,Product 443 high quality grocery item
Product 444,SKU675764,Electronics,632.77,483.22,398,43,Product 444 high quality electronics item
Product 445,SKU623431,Electronics,651.71,448.0,297,49,Product 445 high quality electronics item
Product 446,SKU506914,Home,1474.31,1052.54,8,47,Product 446 high quality home item
Product 447,SKU536745,Home,2728.98,2258.68,422,41,Product 447 high quality home item
Product 448,SKU411963,Beauty,4278.93,3591.21,360,37,Product 448 high quality beauty item
Product 449,SKU987896,Home,2218.27,1715.77,438,35,Product 449 high quality home item
Product 450,SKU181209,Electronics,572.14,355.29,366,25,Product 450 high quality electronics item
Product 451,SKU273050,Electronics,2195.45,1353.43,171,16,Product 451 high quality electronics item
Product 452,SKU554030,Home,505.91,414.57,374,41,Product 452 high quality home item
Product 453,SKU809342,Electronics,4784.26,3502.97,396,19,Product 453 high quality electronics item
Product 454,SKU272690,Electronics,3527.26,2235.79,403,43,Product 454 high quality electronics item
Product 455,SKU020303,Home,2839.43,2287.8,259,21,Product 455 high quality home item
Product 456,SKU799414,Clothing,1934.46,1585.08,160,27,Product 456 high quality clothing item
Product 457,SKU177593,Sports,4184.44,2563.46,408,16,Product 457 high quality sports item
Product 458,SKU470471,Electronics,4120.07,3242.73,498,27,Product 458 high quality electronics item
Product 459,SKU489679,Home,775.98,618.84,443,41,Product 459 high quality home item
Product 460,SKU553826,Beauty,1862.67,1166.2,98,48,Product 460 high quality beauty item
Product 461,SKU664815,Grocery,4425.28,2968.31,323,50,Product 461 high quality grocery item
Product 462,SKU368196,Grocery,273.47,168.02,487,21,Product 462 high quality grocery item
Product 463,SKU234363,Home,821.55,613.5,208,27,Product 463 high quality home item
Product 464,SKU392483,Sports,2171.79,1728.06,199,47,Product 464 high quality sports item
Product 465,SKU060089,Beauty,794.21,539.57,129,50,Product 465 high quality beauty item
Product 466,SKU998618,Beauty,4182.28,2564.31,319,29,Product 466 high quality beauty item
Product 467,SKU297479,Beauty,3780.59,2927.95,274,21,Product 467 high quality beauty item
Product 468,SKU165800,Grocery,4166.29,3022.52,390,17,Product 468 high quality grocery item
Product 469,SKU349991,Sports,4208.0,3365.71,151,15,Product 469 high quality sports item
Product 470,SKU810527,Sports,609.0,483.94,117,20,Product 470 high quality sports item
Product 471,SKU340858,Beauty,4216.44,3576.05,160,39,Product 471 high quality beauty item
Product 472,SKU774614,Home,3963.01,2969.05,50,28,Product 472 high quality home item
Product 473,SKU883556,Beauty,308.71,232.28,417,16,Product 473 high quality beauty item
Product 474,SKU175822,Beauty,3137.67,2398.95,113,37,Product 474 high quality beauty item
Product 475,SKU895242,Sports,1454.86,976.19,308,36,Product 475 high quality sports item
Product 476,SKU480108,Electronics,2892.05,2123.79,232,13,Product 476 high quality electronics item
Product 477,SKU153163,Home,4603.45,3105.04,497,43,Product 477 high quality home item
Product 478,SKU088322,Clothing,1830.37,1156.23,240,20,Product 478 high quality clothing item
Product 479,SKU208077,Clothing,2925.1,1777.72,329,48,Product 479 high quality clothing item
Product 480,SKU024342,Beauty,1633.79,1363.45,239,48,Product 480 high quality beauty item
Product 481,SKU987265,Beauty,4594.28,2778.48,300,25,Product 481 high quality beauty item
Product 482,SKU384542,Electronics,1096.94,678.49,128,35,Product 482 high quality electronics item
Product 483,SKU602159,Grocery,1642.03,1215.98,406,24,Product 483 high quality grocery item
Product 484,SKU490096,Clothing,844.89,654.02,398,14,Product 484 high quality clothing item
Product 485,SKU302182,Electronics,1608.48,1072.04,143,22,Product 485 high quality electronics item
Product 486,SKU387602,Grocery,3068.29,2202.9,109,28,Product 486 high quality grocery item
Product 487,SKU677419,Clothing,3267.09,2070.06,445,17,Product 487 high quality clothing item
Product 488,SKU629808,Grocery,2765.23,1686.36,442,37,Product 488 high quality grocery item
Product 489,SKU991221,Beauty,3481.71,2511.77,318,41,Product 489 high quality beauty item
Product 490,SKU398163,Home,1815.42,1451.89,363,26,Product 490 high quality home item
Product 491,SKU989694,Grocery,300.72,255.41,88,25,Product 491 high quality grocery item
Product 492,SKU036728,Home,4149.91,3080.92,388,44,Product 492 high quality home item
Product 493,SKU980151,Electronics,2838.23,1826.13,327,30,Product 493 high quality electronics item
Product 494,SKU125385,Grocery,4475.84,2954.5,308,50,Product 494 high quality grocery item
Product 495,SKU403529,Sports,3317.47,2527.07,336,46,Product 495 high quality sports item
Product 496,SKU256457,Grocery,3438.76,2687.72,191,46,Product 496 high quality grocery item
Product 497,SKU322886,Clothing,916.74,580.82,152,48,Product 497 high quality clothing item
Product 498,SKU192041,Electronics,657.68,416.21,339,25,Product 498 high quality electronics item
Product 499,SKU053331,Home,4892.96,4035.69,422,27,Product 499 high quality home item
Product 500,SKU723055,Beauty,4546.82,3502.97,364,20,Product 500 high quality beauty item
Product 501,SKU439575,Electronics,1253.44,867.61,62,28,Product 501 high quality electronics item
Product 502,SKU498793,Clothing,2350.37,1855.36,12,32,Product 502 high quality clothing item
Product 503,SKU037258,Grocery,1879.01,1568.53,232,36,Product 503 high quality grocery item
Product 504,SKU487218,Sports,768.7,558.03,359,41,Product 504 high quality sports item
Product 505,SKU449563,Clothing,1340.37,940.11,396,14,Product 505 high quality clothing item
Product 506,SKU365748,Clothing,1666.32,1187.02,278,34,Product 506 high quality clothing item
Product 507,SKU812623,Electronics,1198.91,790.97,382,23,Product 507 high quality electronics item
Product 508,SKU152072,Clothing,148.38,90.85,221,13,Product 508 high quality clothing item
Product 509,SKU828352,Electronics,3385.98,2148.58,229,36,Product 509 high quality electronics item
Product 510,SKU797379,Grocery,3968.94,3175.76,127,25,Product 510 high quality grocery item
Product 511,SKU187202,Beauty,4276.7,3430.27,171,49,Product 511 high quality beauty item
Product 512,SKU957532,Sports,1739.16,1414.12,374,30,Product 512 high quality sports item
Product 513,SKU785429,Grocery,4857.55,3869.46,146,16,Product 513 high quality grocery item
Product 514,SKU852364,Clothing,3138.32,1896.16,17,50,Product 514 high quality clothing item
Product 515,SKU801013,Home,897.88,573.85,446,21,Product 515 high quality home item
Product 516,SKU485396,Sports,2990.77,2234.42,356,28,Product 516 high quality sports item
Product 517,SKU336965,Beauty,3453.41,2292.84,64,31,Product 517 high quality beauty item
Product 518,SKU248300,Grocery,1982.82,1220.28,242,38,Product 518 high quality grocery item
Product 519,SKU395255,Home,4083.36,2562.62,329,38,Product 519 high quality home item
Product 520,SKU109488,Beauty,759.91,528.07,80,24,Product 520 high quality beauty item
Product 521,SKU394132,Home,876.53,561.35,400,24,Product 521 high quality home item
Product 522,SKU223166,Grocery,3141.44,2167.99,484,10,Product 522 high quality grocery item
Product 523,SKU258833,Clothing,508.08,416.86,232,10,Product 523 high quality clothing item
Product 524,SKU788438,Beauty,1938.86,1630.49,485,31,Product 524 high quality beauty item
Product 525,SKU890206,Clothing,4878.24,3483.78,207,19,Product 525 high quality clothing item
Product 526,SKU968403,Beauty,2511.12,1700.59,169,37,Product 526 high quality beauty item
Product 527,SKU008179,Sports,2307.19,1397.54,463,38,Product 527 high quality sports item
Product 528,SKU064897,Sports,3161.87,2046.33,137,34,Product 528 high quality sports item
Product 529,SKU762402,Grocery,4792.13,3240.17,133,27,Product 529 high quality grocery item
Product 530,SKU182611,Sports,2688.11,2208.97,166,11,Product 530 high quality sports item
Product 531,SKU368456,Clothing,3272.79,2182.14,150,18,Product 531 high quality clothing item
Product 532,SKU795924,Beauty,951.77,743.87,73,10,Product 532 high quality beauty item
Product 533,SKU311495,Sports,4755.93,3041.1,221,24,Product 533 high quality sports item
Product 534,SKU886660,Clothing,1526.47,1150.95,309,40,Product 534 high quality clothing item
Product 535,SKU965172,Home,1756.67,1322.35,357,15,Product 535 high quality home item
Product 536,SKU204031,Beauty,2337.02,1881.82,58,46,Product 536 high quality beauty item
Product 537,SKU544850,Sports,1292.06,1042.52,408,10,Product 537 high quality sports item
Product 538,SKU222119,Home,2653.2,1924.15,480,13,Product 538 high quality home item
Product 539,SKU922788,Sports,1301.63,975.98,39,18,Product 539 high quality sports item
Product 540,SKU570707,Home,1401.85,860.19,162,10,Product 540 high quality home item
Product 541,SKU686237,Electronics,3764.52,3134.06,217,18,Product 541 high quality electronics item
Product 542,SKU904785,Grocery,793.49,540.25,379,47,Product 542 high quality grocery item
Product 543,SKU280776,Home,789.9,606.03,305,36,Product 543 high quality home item
Product 544,SKU429959,Sports,3517.15,2254.89,309,24,Product 544 high quality sports item
Product 545,SKU117354,Electronics,4706.76,2901.38,141,30,Product 545 high quality electronics item
Product 546,SKU242873,Sports,3349.07,2098.53,417,47,Product 546 high quality sports item
Product 547,SKU097720,Clothing,2030.38,1648.36,351,11,Product 547 high quality clothing item
Product 548,SKU654569,Sports,922.0,709.9,305,32,Product 548 high quality sports item
Product 549,SKU710695,Sports,2274.05,1707.87,282,11,Product 549 high quality sports item
Product 550,SKU920370,Electronics,100.15,60.64,397,19,Product 550 high quality electronics item
Product 551,SKU548089,Beauty,1769.92,1489.06,252,21,Product 551 high quality beauty item
Product 552,SKU135683,Home,1774.37,1079.25,385,15,Product 552 high quality home item
Product 553,SKU942331,Clothing,3157.12,1900.69,290,39,Product 553 high quality clothing item
Product 554,SKU316959,Home,501.03,327.6,95,35,Product 554 high quality home item
Product 555,SKU374443,Beauty,2242.44,1831.11,354,38,Product 555 high quality beauty item
Product 556,SKU390853,Beauty,4237.58,2806.03,106,16,Product 556 high quality beauty item
Product 557,SKU252449,Sports,1750.43,1428.62,492,50,Product 557 high quality sports item
Product 558,SKU327201,Clothing,2103.31,1657.38,188,15,Product 558 high quality clothing item
Product 559,SKU108527,Sports,2995.49,1837.79,366,34,Product 559 high quality sports item
Product 560,SKU390140,Grocery,3388.13,2769.86,84,45,Product 560 high quality grocery item
Product 561,SKU915651,Electronics,1304.98,1068.67,283,12,Product 561 high quality electronics item
Product 562,SKU207779,Electronics,4753.7,3115.08,236,24,Product 562 high quality electronics item
Product 563,SKU274911,Grocery,3338.36,2232.49,70,40,Product 563 high quality grocery item
Product 564,SKU182119,Clothing,2480.49,1806.68,257,48,Product 564 high quality clothing item
Product 565,SKU538704,Clothing,4942.9,3546.59,348,27,Product 565 high quality clothing item
Product 566,SKU095530,Beauty,4136.51,2992.11,430,36,Product 566 high quality beauty item
Product 567,SKU349566,Electronics,1725.5,1343.2,301,39,Product 567 high quality electronics item
Product 568,SKU448466,Electronics,4321.73,2662.54,225,32,Product 568 high quality electronics item
Product 569,SKU880394,Clothing,3238.0,2635.93,258,35,Product 569 high quality clothing item
Product 570,SKU038566,Clothing,1807.56,1421.55,319,30,Product 570 high quality clothing item
Product 571,SKU693047,Home,2434.14,1487.65,122,24,Product 571 high quality home item
Product 572,SKU501742,Sports,4962.71,4079.43,218,33,Product 572 high quality sports item
Product 573,SKU215828,Beauty,2934.81,2026.47,183,46,Product 573 high quality beauty item
Product 574,SKU006722,Clothing,4380.66,3051.59,471,26,Product 574 high quality clothing item
Product 575,SKU780988,Sports,750.97,603.22,181,11,Product 575 high quality sports item
Product 576,SKU859317,Beauty,4735.66,2907.97,290,38,Product 576 high quality beauty item
Product 577,SKU466643,Beauty,2447.83,1947.74,218,28,Product 577 high quality beauty item
Product 578,SKU779392,Grocery,3337.72,2090.93,140,43,Product 578 high quality grocery item
Product 579,SKU718409,Sports,4071.12,2464.51,320,42,Product 579 high quality sports item
Product 580,SKU984354,Grocery,2230.79,1845.06,345,32,Product 580 high quality grocery item
Product 581,SKU199739,Beauty,3216.51,2160.28,379,23,Product 581 high quality beauty item
Product 582,SKU777209,Grocery,4881.24,3413.63,70,41,Product 582 high quality grocery item
Product 583,SKU916666,Grocery,2459.01,1854.63,310,15,Product 583 high quality grocery item
Product 584,SKU147337,Sports,176.68,118.8,381,14,Product 584 high quality sports item
Product 585,SKU966696,Grocery,3013.78,2189.82,4,38,Product 585 high quality grocery item
Product 586,SKU694126,Clothing,1262.57,811.92,88,40,Product 586 high quality clothing item
Product 587,SKU402809,Grocery,1569.24,1045.94,252,37,Product 587 high quality grocery item
Product 588,SKU297296,Home,2739.8,2165.05,161,27,Product 588 high quality home item
Product 589,SKU019302,Electronics,4943.03,3752.35,317,15,Product 589 high quality electronics item
Product 590,SKU515046,Beauty,2653.21,1608.14,301,28,Product 590 high quality beauty item
Product 591,SKU166687,Grocery,1153.9,976.73,417,26,Product 591 high quality grocery item
Product 592,SKU060222,Grocery,3824.67,3192.74,79,27,Product 592 high quality grocery item
Product 593,SKU956784,Clothing,4717.71,3077.43,298,40,Product 593 high quality clothing item
Product 594,SKU107571,Beauty,4994.14,3683.2,313,48,Product 594 high quality beauty item
Product 595,SKU933785,Grocery,1864.05,1229.88,326,13,Product 595 high quality grocery item
Product 596,SKU681935,Electronics,3739.37,2968.58,411,11,Product 596 high quality electronics item
Product 597,SKU196223,Sports,2840.48,1962.88,306,26,Product 597 high quality sports item
Product 598,SKU292178,Home,3856.49,2504.87,95,14,Product 598 high quality home item
Product 599,SKU862951,Sports,3049.7,1846.47,63,20,Product 599 high quality sports item
Product 600,SKU294477,Grocery,4827.47,3104.89,150,36,Product 600 high quality grocery item
Product 601,SKU108129,Beauty,2897.84,1880.5,115,32,Product 601 high quality beauty item
Product 602,SKU024537,Beauty,2320.36,1612.48,471,36,Product 602 high quality beauty item
Product 603,SKU099395,Home,902.78,688.02,104,32,Product 603 high quality home item
Product 604,SKU195097,Grocery,246.76,173.81,2,43,Product 604 high quality grocery item
Product 605,SKU245097,Clothing,4188.83,3552.23,225,10,Product 605 high quality clothing item
Product 606,SKU877626,Clothing,4831.11,3122.86,467,11,Product 606 high quality clothing item
Product 607,SKU019248,Electronics,547.99,390.7,103,33,Product 607 high quality electronics item
Product 608,SKU284773,Grocery,812.06,645.76,173,41,Product 608 high quality grocery item
Product 609,SKU218693,Home,2741.94,1991.69,137,41,Product 609 high quality home item
Product 610,SKU855065,Home,4734.86,3661.98,248,34,Product 610 high quality home item
Product 611,SKU101852,Grocery,3944.04,2824.24,363,11,Product 611 high quality grocery item
Product 612,SKU775615,Clothing,4617.8,3694.1,346,19,Product 612 high quality clothing item
Product 613,SKU386543,Clothing,4936.08,3020.82,81,43,Product 613 high quality clothing item
Product 614,SKU515314,Grocery,272.59,163.9,487,49,Product 614 high quality grocery item
Product 615,SKU848191,Home,274.66,186.49,82,31,Product 615 high quality home item
Product 616,SKU154741,Electronics,2995.28,1960.11,221,36,Product 616 high quality electronics item
Product 617,SKU117411,Beauty,4169.69,2732.17,323,14,Product 617 high quality beauty item
Product 618,SKU472257,Home,384.19,233.1,212,30,Product 618 high quality home item
Product 619,SKU620896,Sports,3844.29,2913.89,191,28,Product 619 high quality sports item
Product 620,SKU628632,Clothing,3949.1,2712.44,27,33,Product 620 high quality clothing item
Product 621,SKU130070,Beauty,1648.44,1364.22,33,49,Product 621 high quality beauty item
Product 622,SKU471073,Grocery,3284.25,2232.86,438,16,Product 622 high quality grocery item
Product 623,SKU310343,Sports,4781.65,2980.71,99,19,Product 623 high quality sports item
Product 624,SKU235063,Sports,752.65,478.82,15,13,Product 624 high quality sports item
Product 625,SKU332172,Sports,4428.06,3455.32,205,14,Product 625 high quality sports item
Product 626,SKU580886,Clothing,976.18,683.56,155,45,Product 626 high quality clothing item
Product 627,SKU830503,Home,4848.6,3373.04,281,37,Product 627 high quality home item
Product 628,SKU016646,Beauty,2436.17,1721.72,169,41,Product 628 high quality beauty item
Product 629,SKU077885,Grocery,2753.91,1937.14,206,40,Product 629 high quality grocery item
Product 630,SKU392814,Home,2532.04,1980.31,366,27,Product 630 high quality home item
Product 631,SKU543976,Clothing,3582.03,2280.92,373,40,Product 631 high quality clothing item
Product 632,SKU157078,Beauty,4207.41,3099.67,239,38,Product 632 high quality beauty item
Product 633,SKU133552,Grocery,4617.3,3021.88,388,50,Product 633 high quality grocery item
Product 634,SKU261441,Clothing,2276.36,1546.52,160,49,Product 634 high quality clothing item
Product 635,SKU979765,Home,1198.84,798.83,153,41,Product 635 high quality home item
Product 636,SKU738655,Beauty,749.6,532.85,14,47,Product 636 high quality beauty item
Product 637,SKU764689,Grocery,516.99,349.27,311,34,Product 637 high quality grocery item
Product 638,SKU244515,Sports,4389.69,3375.89,53,32,Product 638 high quality sports item
Product 639,SKU290669,Grocery,1905.96,1164.15,348,49,Product 639 high quality grocery item
Product 640,SKU542165,Home,4302.64,2999.19,52,21,Product 640 high quality home item
Product 641,SKU174780,Beauty,1894.64,1295.29,498,46,Product 641 high quality beauty item
Product 642,SKU527434,Home,1573.31,1212.63,3,29,Product 642 high quality home item
Product 643,SKU092081,Beauty,2638.42,2114.35,471,22,Product 643 high quality beauty item
Product 644,SKU109629,Clothing,1134.12,886.05,157,14,Product 644 high quality clothing item
Product 645,SKU931283,Beauty,250.96,167.96,417,13,Product 645 high quality beauty item
Product 646,SKU880920,Grocery,2080.57,1354.13,400,45,Product 646 high quality grocery item
Product 647,SKU454849,Home,4171.62,2812.65,274,29,Product 647 high quality home item
Product 648,SKU670612,Grocery,2923.37,2208.28,423,34,Product 648 high quality grocery item
Product 649,SKU986593,Clothing,3320.29,2231.39,340,17,Product 649 high quality clothing item
Product 650,SKU060468,Sports,871.51,594.62,196,20,Product 650 high quality sports item
Product 651,SKU366526,Electronics,1627.83,1267.39,171,13,Product 651 high quality electronics item
Product 652,SKU972215,Electronics,3776.1,2943.42,202,16,Product 652 high quality electronics item
Product 653,SKU578368,Home,3284.36,2193.06,451,24,Product 653 high quality home item
Product 654,SKU435844,Clothing,1087.13,701.22,441,45,Product 654 high quality clothing item
Product 655,SKU959858,Beauty,1317.06,907.66,121,15,Product 655 high quality beauty item
Product 656,SKU415702,Electronics,3220.13,2216.75,48,42,Product 656 high quality electronics item
Product 657,SKU936239,Electronics,3472.09,2587.32,112,43,Product 657 high quality electronics item
Product 658,SKU538745,Beauty,4085.25,3017.6,403,17,Product 658 high quality beauty item
Product 659,SKU665394,Sports,4065.05,3359.66,229,23,Product 659 high quality sports item
Product 660,SKU008340,Home,1103.87,861.57,379,20,Product 660 high quality home item
Product 661,SKU785095,Beauty,3178.33,2029.15,146,24,Product 661 high quality beauty item
Product 662,SKU087913,Sports,2994.33,2509.68,413,30,Product 662 high quality sports item
Product 663,SKU001745,Clothing,640.44,541.31,423,22,Product 663 high quality clothing item
Product 664,SKU507003,Sports,2194.57,1476.33,143,26,Product 664 high quality sports item
Product 665,SKU320945,Clothing,3654.58,3102.88,338,50,Product 665 high quality clothing item
Product 666,SKU853527,Clothing,1316.13,944.67,267,30,Product 666 high quality clothing item
Product 667,SKU781656,Home,2849.34,1815.14,54,26,Product 667 high quality home item
Product 668,SKU336728,Grocery,4047.8,2987.88,26,27,Product 668 high quality grocery item
Product 669,SKU071705,Home,3339.82,2159.42,296,13,Product 669 high quality home item
Product 670,SKU930691,Beauty,1941.88,1447.74,407,21,Product 670 high quality beauty item
Product 671,SKU674554,Beauty,4098.67,3472.6,275,46,Product 671 high quality beauty item
Product 672,SKU555908,Electronics,677.93,495.43,31,29,Product 672 high quality electronics item
